Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Continent
El Salvador,Plantains and others,2002,1784,2388.47,26.12,311690,North America
El Salvador,Potatoes,2002,1784,2388.47,26.12,236013,North America
El Salvador,"Rice, paddy",2002,1784,2388.47,26.12,59384,North America
El Salvador,Sorghum,2002,1784,2388.47,26.12,18428,North America
El Salvador,Soybeans,2002,1784,2388.47,26.12,21732,North America
El Salvador,Sweet potatoes,2002,1784,2388.47,26.12,62852,North America
El Salvador,Cassava,2004,1784,2078.01,26.2,100819,North America
El Salvador,Maize,2004,1784,2078.01,26.2,27641,North America
El Salvador,Plantains and others,2004,1784,2078.01,26.2,312202,North America
El Salvador,Potatoes,2004,1784,2078.01,26.2,288786,North America
El Salvador,"Rice, paddy",2004,1784,2078.01,26.2,66430,North America
El Salvador,Sorghum,2004,1784,2078.01,26.2,15999,North America
El Salvador,Soybeans,2004,1784,2078.01,26.2,20409,North America
El Salvador,Sweet potatoes,2004,1784,2078.01,26.2,62585,North America
El Salvador,Cassava,2005,1784,1922.78,26.07,125043,North America
El Salvador,Maize,2005,1784,1922.78,26.07,29434,North America
El Salvador,Plantains and others,2005,1784,1922.78,26.07,312125,North America
El Salvador,Potatoes,2005,1784,1922.78,26.07,221220,North America
El Salvador,"Rice, paddy",2005,1784,1922.78,26.07,72118,North America
El Salvador,Sorghum,2005,1784,1922.78,26.07,15859,North America
El Salvador,Soybeans,2005,1784,1922.78,26.07,20768,North America
El Salvador,Sweet potatoes,2005,1784,1922.78,26.07,62409,North America
El Salvador,Cassava,2006,1784,2265.72,26.14,125016,North America
El Salvador,Maize,2006,1784,2265.72,26.14,30794,North America
El Salvador,Plantains and others,2006,1784,2265.72,26.14,311678,North America
El Salvador,Potatoes,2006,1784,2265.72,26.14,220517,North America
El Salvador,"Rice, paddy",2006,1784,2265.72,26.14,73941,North America
El Salvador,Sorghum,2006,1784,2265.72,26.14,18397,North America
El Salvador,Soybeans,2006,1784,2265.72,26.14,20383,North America
El Salvador,Sweet potatoes,2006,1784,2265.72,26.14,62251,North America
El Salvador,Cassava,2007,1784,1940.78,26.02,128870,North America
El Salvador,Maize,2007,1784,1940.78,26.02,29107,North America
El Salvador,Plantains and others,2007,1784,1940.78,26.02,311711,North America
El Salvador,Potatoes,2007,1784,1940.78,26.02,218481,North America
El Salvador,"Rice, paddy",2007,1784,1940.78,26.02,74651,North America
El Salvador,Sorghum,2007,1784,1940.78,26.02,15307,North America
El Salvador,Soybeans,2007,1784,1940.78,26.02,19348,North America
El Salvador,Sweet potatoes,2007,1784,1940.78,26.02,63889,North America
El Salvador,Cassava,2008,1784,3899.48,25.71,128900,North America
El Salvador,Maize,2008,1784,3899.48,25.71,33895,North America
El Salvador,Plantains and others,2008,1784,3899.48,25.71,311771,North America
El Salvador,Potatoes,2008,1784,3899.48,25.71,218555,North America
El Salvador,"Rice, paddy",2008,1784,3899.48,25.71,79373,North America
El Salvador,Sorghum,2008,1784,3899.48,25.71,13899,North America
El Salvador,Soybeans,2008,1784,3899.48,25.71,19279,North America
El Salvador,Sweet potatoes,2008,1784,3899.48,25.71,61614,North America
El Salvador,Cassava,2009,1784,3333.88,26.21,125022,North America
El Salvador,Maize,2009,1784,3333.88,26.21,30041,North America
El Salvador,Plantains and others,2009,1784,3333.88,26.21,312073,North America
El Salvador,Potatoes,2009,1784,3333.88,26.21,252417,North America
El Salvador,"Rice, paddy",2009,1784,3333.88,26.21,69016,North America
El Salvador,Sorghum,2009,1784,3333.88,26.21,17133,North America
El Salvador,Soybeans,2009,1784,3333.88,26.21,19172,North America
El Salvador,Sweet potatoes,2009,1784,3333.88,26.21,61191,North America
El Salvador,Cassava,2010,1784,3598.59,25.96,124843,North America
El Salvador,Maize,2010,1784,3598.59,25.96,30253,North America
El Salvador,Plantains and others,2010,1784,3598.59,25.96,221778,North America
El Salvador,Potatoes,2010,1784,3598.59,25.96,252796,North America
El Salvador,"Rice, paddy",2010,1784,3598.59,25.96,70136,North America
El Salvador,Sorghum,2010,1784,3598.59,25.96,17201,North America
El Salvador,Soybeans,2010,1784,3598.59,25.96,18000,North America
El Salvador,Sweet potatoes,2010,1784,3598.59,25.96,60767,North America
El Salvador,Cassava,2011,1784,3231.13,25.95,145719,North America
El Salvador,Maize,2011,1784,3231.13,25.95,28181,North America
El Salvador,Plantains and others,2011,1784,3231.13,25.95,111171,North America
El Salvador,Potatoes,2011,1784,3231.13,25.95,196316,North America
El Salvador,"Rice, paddy",2011,1784,3231.13,25.95,54783,North America
El Salvador,Sorghum,2011,1784,3231.13,25.95,14534,North America
El Salvador,Soybeans,2011,1784,3231.13,25.95,19222,North America
El Salvador,Sweet potatoes,2011,1784,3231.13,25.95,60343,North America
El Salvador,Cassava,2012,1784,2595.16,26.04,115775,North America
El Salvador,Maize,2012,1784,2595.16,26.04,32580,North America
El Salvador,Plantains and others,2012,1784,2595.16,26.04,143831,North America
El Salvador,Potatoes,2012,1784,2595.16,26.04,295706,North America
El Salvador,"Rice, paddy",2012,1784,2595.16,26.04,63968,North America
El Salvador,Sorghum,2012,1784,2595.16,26.04,13204,North America
El Salvador,Soybeans,2012,1784,2595.16,26.04,19231,North America
El Salvador,Sweet potatoes,2012,1784,2595.16,26.04,58333,North America
El Salvador,Cassava,2013,1784,6005.08,26.36,154928,North America
El Salvador,Maize,2013,1784,6005.08,26.36,29461,North America
El Salvador,Plantains and others,2013,1784,6005.08,26.36,153680,North America
El Salvador,Potatoes,2013,1784,6005.08,26.36,426047,North America
El Salvador,"Rice, paddy",2013,1784,6005.08,26.36,61615,North America
El Salvador,Sorghum,2013,1784,6005.08,26.36,16633,North America
El Salvador,Soybeans,2013,1784,6005.08,26.36,19231,North America
El Salvador,Sweet potatoes,2013,1784,6005.08,26.36,58333,North America
Eritrea,Maize,1993,383,4.44,24.09,2308,Africa
Eritrea,Potatoes,1993,383,4.44,24.09,82000,Africa
Eritrea,Sorghum,1993,383,4.44,24.09,3197,Africa
Eritrea,Wheat,1993,383,4.44,24.09,2038,Africa
Eritrea,Maize,1994,383,4.44,24.13,7689,Africa
Eritrea,Potatoes,1994,383,4.44,24.13,80659,Africa
Eritrea,Sorghum,1994,383,4.44,24.13,9028,Africa
Eritrea,Wheat,1994,383,4.44,24.13,7449,Africa
Eritrea,Maize,1995,383,4.44,24.37,3366,Africa
Eritrea,Potatoes,1995,383,4.44,24.37,79816,Africa
Eritrea,Sorghum,1995,383,4.44,24.37,4820,Africa
Eritrea,Wheat,1995,383,4.44,24.37,5124,Africa
Eritrea,Maize,1996,383,4.44,24.36,3974,Africa
Eritrea,Potatoes,1996,383,4.44,24.36,79592,Africa
Eritrea,Sorghum,1996,383,4.44,24.36,2463,Africa
Eritrea,Wheat,1996,383,4.44,24.36,3665,Africa
Eritrea,Maize,1997,383,30.92,24.32,2495,Africa
Eritrea,Potatoes,1997,383,30.92,24.32,80769,Africa
Eritrea,Sorghum,1997,383,30.92,24.32,2850,Africa
Eritrea,Wheat,1997,383,30.92,24.32,3434,Africa
Eritrea,Maize,1998,383,19.61,24.78,7532,Africa
Eritrea,Potatoes,1998,383,19.61,24.78,83333,Africa
Eritrea,Sorghum,1998,383,19.61,24.78,11420,Africa
Eritrea,Wheat,1998,383,19.61,24.78,9552,Africa
Eritrea,Maize,1999,383,22.28,24.68,7920,Africa
Eritrea,Potatoes,1999,383,22.28,24.68,80000,Africa
Eritrea,Sorghum,1999,383,22.28,24.68,8766,Africa
Eritrea,Wheat,1999,383,22.28,24.68,7700,Africa
Eritrea,Maize,2000,383,24.96,24.76,2358,Africa
Eritrea,Potatoes,2000,383,24.96,24.76,70012,Africa
Eritrea,Sorghum,2000,383,24.96,24.76,4118,Africa
Eritrea,Wheat,2000,383,24.96,24.76,5943,Africa
Eritrea,Maize,2001,383,27.63,24.61,7851,Africa
Eritrea,Potatoes,2001,383,27.63,24.61,58050,Africa
Eritrea,Sorghum,2001,383,27.63,24.61,4750,Africa
Eritrea,Wheat,2001,383,27.63,24.61,11658,Africa
Eritrea,Maize,2002,383,27.63,24.86,2076,Africa
Eritrea,Potatoes,2002,383,27.63,24.86,61120,Africa
Eritrea,Sorghum,2002,383,27.63,24.86,1562,Africa
Eritrea,Wheat,2002,383,27.63,24.86,1706,Africa
Eritrea,Maize,2004,383,27.63,24.79,2409,Africa
Eritrea,Potatoes,2004,383,27.63,24.79,64000,Africa
Eritrea,Sorghum,2004,383,27.63,24.79,2680,Africa
Eritrea,Wheat,2004,383,27.63,24.79,2980,Africa
Eritrea,Maize,2005,383,27.63,24.85,4906,Africa
Eritrea,Potatoes,2005,383,27.63,24.85,79311,Africa
Eritrea,Sorghum,2005,383,27.63,24.85,7907,Africa
Eritrea,Wheat,2005,383,27.63,24.85,11565,Africa
Eritrea,Maize,2006,383,27.63,24.7,9755,Africa
Eritrea,Potatoes,2006,383,27.63,24.7,78493,Africa
Eritrea,Sorghum,2006,383,27.63,24.7,7928,Africa
Eritrea,Wheat,2006,383,27.63,24.7,11604,Africa
Eritrea,Maize,2007,383,27.63,24.7,8321,Africa
Eritrea,Potatoes,2007,383,27.63,24.7,24508,Africa
Eritrea,Sorghum,2007,383,27.63,24.7,10693,Africa
Eritrea,Wheat,2007,383,27.63,24.7,8395,Africa
Eritrea,Maize,2008,383,27.63,24.79,2123,Africa
Eritrea,Potatoes,2008,383,27.63,24.79,8406,Africa
Eritrea,Sorghum,2008,383,27.63,24.79,2727,Africa
Eritrea,Wheat,2008,383,27.63,24.79,3307,Africa
Eritrea,Maize,2009,383,27.63,25.3,8689,Africa
Eritrea,Potatoes,2009,383,27.63,25.3,12000,Africa
Eritrea,Sorghum,2009,383,27.63,25.3,2358,Africa
Eritrea,Wheat,2009,383,27.63,25.3,10706,Africa
Eritrea,Maize,2010,383,27.63,25.22,9000,Africa
Eritrea,Potatoes,2010,383,27.63,25.22,15729,Africa
Eritrea,Sorghum,2010,383,27.63,25.22,1320,Africa
Eritrea,Wheat,2010,383,27.63,25.22,11786,Africa
Eritrea,Maize,2011,383,27.63,24.78,9524,Africa
Eritrea,Potatoes,2011,383,27.63,24.78,18180,Africa
Eritrea,Sorghum,2011,383,27.63,24.78,1124,Africa
Eritrea,Wheat,2011,383,27.63,24.78,11154,Africa
Eritrea,Maize,2012,383,27.63,25.16,10476,Africa
Eritrea,Potatoes,2012,383,27.63,25.16,14209,Africa
Eritrea,Sorghum,2012,383,27.63,25.16,1269,Africa
Eritrea,Wheat,2012,383,27.63,25.16,12692,Africa
Eritrea,Maize,2013,383,27.63,25.87,10000,Africa
Eritrea,Potatoes,2013,383,27.63,25.87,12819,Africa
Eritrea,Sorghum,2013,383,27.63,25.87,1200,Africa
Eritrea,Wheat,2013,383,27.63,25.87,12000,Africa
Estonia,Potatoes,1992,626,469.0,6.51,144514,Europe
Estonia,Wheat,1992,626,469.0,6.51,20562,Europe
Estonia,Potatoes,1993,626,170.0,5.26,126432,Europe
Estonia,Wheat,1993,626,170.0,5.26,20994,Europe
Estonia,Potatoes,1994,626,176.0,5.35,140959,Europe
Estonia,Wheat,1994,626,176.0,5.35,16686,Europe
Estonia,Potatoes,1995,626,154.0,6.23,145590,Europe
Estonia,Wheat,1995,626,154.0,6.23,19974,Europe
Estonia,Potatoes,1996,626,133.0,4.63,141758,Europe
Estonia,Wheat,1996,626,133.0,4.63,22046,Europe
Estonia,Potatoes,1997,626,200.0,5.95,124153,Europe
Estonia,Wheat,1997,626,200.0,5.95,21850,Europe
Estonia,Potatoes,1998,626,195.0,5.5,97147,Europe
Estonia,Wheat,1998,626,195.0,5.5,17666,Europe
Estonia,Potatoes,1999,626,187.0,6.55,129807,Europe
Estonia,Wheat,1999,626,187.0,6.55,13377,Europe
Estonia,Potatoes,2000,626,315.0,7.12,152654,Europe
Estonia,Wheat,2000,626,315.0,7.12,21285,Europe
Estonia,Potatoes,2001,626,329.0,6.08,155249,Europe
Estonia,Wheat,2001,626,329.0,6.08,22302,Europe
Estonia,Potatoes,2002,626,331.0,6.34,131599,Europe
Estonia,Wheat,2002,626,331.0,6.34,23025,Europe
Estonia,Potatoes,2004,626,351.0,6.03,103416,Europe
Estonia,Wheat,2004,626,351.0,6.03,25083,Europe
Estonia,Potatoes,2005,626,386.0,6.04,150277,Europe
Estonia,Wheat,2005,626,386.0,6.04,30818,Europe
Estonia,Potatoes,2006,626,452.0,6.7,132608,Europe
Estonia,Wheat,2006,626,452.0,6.7,24173,Europe
Estonia,Potatoes,2007,626,460.0,6.97,171977,Europe
Estonia,Wheat,2007,626,460.0,6.97,34746,Europe
Estonia,Potatoes,2008,626,551.0,7.39,142273,Europe
Estonia,Wheat,2008,626,551.0,7.39,31831,Europe
Estonia,Potatoes,2009,626,402.0,6.14,152752,Europe
Estonia,Wheat,2009,626,402.0,6.14,30146,Europe
Estonia,Potatoes,2010,626,514.0,5.06,174562,Europe
Estonia,Wheat,2010,626,514.0,5.06,27440,Europe
Estonia,Potatoes,2011,626,460.0,6.98,178361,Europe
Estonia,Wheat,2011,626,460.0,6.98,28065,Europe
Estonia,Potatoes,2012,626,553.0,5.57,182175,Europe
Estonia,Wheat,2012,626,553.0,5.57,38994,Europe
Estonia,Potatoes,2013,626,567.0,7.28,193558,Europe
Estonia,Wheat,2013,626,567.0,7.28,32754,Europe
Finland,Potatoes,1990,536,2001.0,6.07,214976,Europe
Finland,Wheat,1990,536,2001.0,6.07,34847,Europe
Finland,Potatoes,1991,536,1738.0,5.62,185663,Europe
Finland,Wheat,1991,536,1738.0,5.62,36391,Europe
Finland,Potatoes,1992,536,1372.0,5.8,192894,Europe
Finland,Wheat,1992,536,1372.0,5.8,24152,Europe
Finland,Potatoes,1993,536,1200.0,4.74,213516,Europe
Finland,Wheat,1993,536,1200.0,4.74,36212,Europe
Finland,Potatoes,1994,536,1247.0,4.66,198795,Europe
Finland,Wheat,1994,536,1247.0,4.66,37953,Europe
Finland,Potatoes,1995,536,1041.0,5.63,221053,Europe
Finland,Wheat,1995,536,1041.0,5.63,37686,Europe
Finland,Potatoes,1996,536,909.0,4.2,220029,Europe
Finland,Wheat,1996,536,909.0,4.2,40827,Europe
Finland,Potatoes,1997,536,999.0,5.36,227139,Europe
Finland,Wheat,1997,536,999.0,5.36,37188,Europe
Finland,Potatoes,1998,536,1164.0,4.71,180091,Europe
Finland,Wheat,1998,536,1164.0,4.71,28929,Europe
Finland,Potatoes,1999,536,1139.0,5.7,244923,Europe
Finland,Wheat,1999,536,1139.0,5.7,21589,Europe
Finland,Potatoes,2000,536,1147.48,6.57,243851,Europe
Finland,Wheat,2000,536,1147.48,6.57,36007,Europe
Finland,Potatoes,2001,536,1423.27,5.35,244267,Europe
Finland,Wheat,2001,536,1423.27,5.35,33811,Europe
Finland,Potatoes,2002,536,1620.36,5.54,261779,Europe
Finland,Wheat,2002,536,1620.36,5.54,32585,Europe
Finland,Potatoes,2004,536,1489.12,5.4,226886,Europe
Finland,Wheat,2004,536,1489.12,5.4,34738,Europe
Finland,Potatoes,2005,536,1431.04,5.8,256990,Europe
Finland,Wheat,2005,536,1431.04,5.8,37304,Europe
Finland,Potatoes,2006,536,1645.3,5.91,205607,Europe
Finland,Wheat,2006,536,1645.3,5.91,35575,Europe
Finland,Potatoes,2007,536,1479.45,6.23,256996,Europe
Finland,Wheat,2007,536,1479.45,6.23,39329,Europe
Finland,Potatoes,2008,536,1621.86,6.77,261221,Europe
Finland,Wheat,2008,536,1621.86,6.77,36408,Europe
Finland,Potatoes,2009,536,1693.8,5.49,286098,Europe
Finland,Wheat,2009,536,1693.8,5.49,41027,Europe
Finland,Potatoes,2010,536,1746.71,4.36,261548,Europe
Finland,Wheat,2010,536,1746.71,4.36,34299,Europe
Finland,Potatoes,2011,536,1707.54,6.38,275943,Europe
Finland,Wheat,2011,536,1707.54,6.38,38469,Europe
Finland,Potatoes,2012,536,1545.25,5.12,236522,Europe
Finland,Wheat,2012,536,1545.25,5.12,39028,Europe
Finland,Potatoes,2013,536,1475.39,6.17,281312,Europe
Finland,Wheat,2013,536,1475.39,6.17,38215,Europe
France,Maize,1990,867,97701.0,11.96,60186,Europe
France,Potatoes,1990,867,97701.0,11.96,290790,Europe
France,"Rice, paddy",1990,867,97701.0,11.96,59461,Europe
France,Sorghum,1990,867,97701.0,11.96,41296,Europe
France,Soybeans,1990,867,97701.0,11.96,20940,Europe
France,Wheat,1990,867,97701.0,11.96,64787,Europe
France,Maize,1991,867,103434.0,10.6,72866,Europe
France,Potatoes,1991,867,103434.0,10.6,321625,Europe
France,"Rice, paddy",1991,867,103434.0,10.6,53273,Europe
France,Sorghum,1991,867,103434.0,10.6,54849,Europe
France,Soybeans,1991,867,103434.0,10.6,24308,Europe
France,Wheat,1991,867,103434.0,10.6,66764,Europe
France,Maize,1992,867,85249.0,11.15,79812,Europe
France,Potatoes,1992,867,85249.0,11.15,365434,Europe
France,"Rice, paddy",1992,867,85249.0,11.15,52448,Europe
France,Sorghum,1992,867,85249.0,11.15,56007,Europe
France,Soybeans,1992,867,85249.0,11.15,17425,Europe
France,Wheat,1992,867,85249.0,11.15,63992,Europe
France,Maize,1993,867,91953.0,10.7,80479,Europe
France,Potatoes,1993,867,91953.0,10.7,360076,Europe
France,"Rice, paddy",1993,867,91953.0,10.7,49628,Europe
France,Sorghum,1993,867,91953.0,10.7,61242,Europe
France,Soybeans,1993,867,91953.0,10.7,24636,Europe
France,Wheat,1993,867,91953.0,10.7,64739,Europe
France,Maize,1994,867,89515.0,11.96,77983,Europe
France,Potatoes,1994,867,89515.0,11.96,335302,Europe
France,"Rice, paddy",1994,867,89515.0,11.96,45700,Europe
France,Sorghum,1994,867,89515.0,11.96,55026,Europe
France,Soybeans,1994,867,89515.0,11.96,25978,Europe
France,Wheat,1994,867,89515.0,11.96,66685,Europe
France,Maize,1995,867,84011.0,11.69,77182,Europe
France,Potatoes,1995,867,84011.0,11.69,347354,Europe
France,"Rice, paddy",1995,867,84011.0,11.69,48627,Europe
France,Sorghum,1995,867,84011.0,11.69,55990,Europe
France,Soybeans,1995,867,84011.0,11.69,25723,Europe
France,Wheat,1995,867,84011.0,11.69,65079,Europe
France,Maize,1996,867,97890.0,10.14,83856,Europe
France,Potatoes,1996,867,97890.0,10.14,361751,Europe
France,"Rice, paddy",1996,867,97890.0,10.14,52455,Europe
France,Sorghum,1996,867,97890.0,10.14,62667,Europe
France,Soybeans,1996,867,97890.0,10.14,26717,Europe
France,Wheat,1996,867,97890.0,10.14,71361,Europe
France,Maize,1997,867,109792.0,11.59,90651,Europe
France,Potatoes,1997,867,109792.0,11.59,397848,Europe
France,"Rice, paddy",1997,867,109792.0,11.59,58919,Europe
France,Sorghum,1997,867,109792.0,11.59,66645,Europe
France,Soybeans,1997,867,109792.0,11.59,27641,Europe
France,Wheat,1997,867,109792.0,11.59,66288,Europe
France,Maize,1998,867,107753.0,11.25,84528,Europe
France,Potatoes,1998,867,107753.0,11.25,373559,Europe
France,"Rice, paddy",1998,867,107753.0,11.25,58281,Europe
France,Sorghum,1998,867,107753.0,11.25,55734,Europe
France,Soybeans,1998,867,107753.0,11.25,25506,Europe
France,Wheat,1998,867,107753.0,11.25,76063,Europe
France,Maize,1999,867,114695.0,11.83,89523,Europe
France,Potatoes,1999,867,114695.0,11.83,397361,Europe
France,"Rice, paddy",1999,867,114695.0,11.83,60915,Europe
France,Sorghum,1999,867,114695.0,11.83,62061,Europe
France,Soybeans,1999,867,114695.0,11.83,26622,Europe
France,Wheat,1999,867,114695.0,11.83,72395,Europe
France,Maize,2000,867,97878.0,11.74,90766,Europe
France,Potatoes,2000,867,97878.0,11.74,395987,Europe
France,"Rice, paddy",2000,867,97878.0,11.74,58358,Europe
France,Sorghum,2000,867,97878.0,11.74,62275,Europe
France,Soybeans,2000,867,97878.0,11.74,25875,Europe
France,Wheat,2000,867,97878.0,11.74,71175,Europe
France,Maize,2001,867,99694.0,11.37,85711,Europe
France,Potatoes,2001,867,99694.0,11.37,374385,Europe
France,"Rice, paddy",2001,867,99694.0,11.37,53603,Europe
France,Sorghum,2001,867,99694.0,11.37,58761,Europe
France,Soybeans,2001,867,99694.0,11.37,25617,Europe
France,Wheat,2001,867,99694.0,11.37,66169,Europe
France,Maize,2002,867,82448.0,11.87,89751,Europe
France,Potatoes,2002,867,82448.0,11.87,423804,Europe
France,"Rice, paddy",2002,867,82448.0,11.87,56910,Europe
France,Sorghum,2002,867,82448.0,11.87,64431,Europe
France,Soybeans,2002,867,82448.0,11.87,27899,Europe
France,Wheat,2002,867,82448.0,11.87,74455,Europe
France,Maize,2004,867,76099.0,11.34,89907,Europe
France,Potatoes,2004,867,76099.0,11.34,454162,Europe
France,"Rice, paddy",2004,867,76099.0,11.34,57098,Europe
France,Sorghum,2004,867,76099.0,11.34,53484,Europe
France,Soybeans,2004,867,76099.0,11.34,25104,Europe
France,Wheat,2004,867,76099.0,11.34,75788,Europe
France,Maize,2005,867,78265.0,11.55,82539,Europe
France,Potatoes,2005,867,78265.0,11.55,422227,Europe
France,"Rice, paddy",2005,867,78265.0,11.55,57314,Europe
France,Sorghum,2005,867,78265.0,11.55,51495,Europe
France,Soybeans,2005,867,78265.0,11.55,24837,Europe
France,Wheat,2005,867,78265.0,11.55,69887,Europe
France,Maize,2006,867,71612.0,11.79,85818,Europe
France,Potatoes,2006,867,71612.0,11.79,401909,Europe
France,"Rice, paddy",2006,867,71612.0,11.79,54756,Europe
France,Sorghum,2006,867,71612.0,11.79,55127,Europe
France,Soybeans,2006,867,71612.0,11.79,27173,Europe
France,Wheat,2006,867,71612.0,11.79,67414,Europe
France,Maize,2007,867,77255.0,11.75,94821,Europe
France,Potatoes,2007,867,77255.0,11.75,453347,Europe
France,"Rice, paddy",2007,867,77255.0,11.75,46354,Europe
France,Sorghum,2007,867,77255.0,11.75,58655,Europe
France,Soybeans,2007,867,77255.0,11.75,25991,Europe
France,Wheat,2007,867,77255.0,11.75,62542,Europe
France,Maize,2008,867,78577.0,11.28,91258,Europe
France,Potatoes,2008,867,78577.0,11.28,435194,Europe
France,"Rice, paddy",2008,867,78577.0,11.28,57599,Europe
France,Sorghum,2008,867,78577.0,11.28,62159,Europe
France,Soybeans,2008,867,78577.0,11.28,28986,Europe
France,Wheat,2008,867,78577.0,11.28,71018,Europe
France,Maize,2009,867,63676.0,11.46,88934,Europe
France,Potatoes,2009,867,63676.0,11.46,437856,Europe
France,"Rice, paddy",2009,867,63676.0,11.46,57406,Europe
France,Sorghum,2009,867,63676.0,11.46,53928,Europe
France,Soybeans,2009,867,63676.0,11.46,25109,Europe
France,Wheat,2009,867,63676.0,11.46,74478,Europe
France,Maize,2010,867,61903.0,10.41,88299,Europe
France,Potatoes,2010,867,61903.0,10.41,421566,Europe
France,"Rice, paddy",2010,867,61903.0,10.41,50432,Europe
France,Sorghum,2010,867,61903.0,10.41,55112,Europe
France,Soybeans,2010,867,61903.0,10.41,27495,Europe
France,Wheat,2010,867,61903.0,10.41,70405,Europe
France,Maize,2011,867,61039.0,12.33,99668,Europe
France,Potatoes,2011,867,61039.0,12.33,468991,Europe
France,"Rice, paddy",2011,867,61039.0,12.33,56263,Europe
France,Sorghum,2011,867,61039.0,12.33,64627,Europe
France,Soybeans,2011,867,61039.0,12.33,29473,Europe
France,Wheat,2011,867,61039.0,12.33,66563,Europe
France,Maize,2012,867,63547.59,11.22,90024,Europe
France,Potatoes,2012,867,63547.59,11.22,413769,Europe
France,"Rice, paddy",2012,867,63547.59,11.22,55947,Europe
France,Sorghum,2012,867,63547.59,11.22,56861,Europe
France,Soybeans,2012,867,63547.59,11.22,27815,Europe
France,Wheat,2012,867,63547.59,11.22,71512,Europe
France,Maize,2013,867,66497.29,11.01,81592,Europe
France,Potatoes,2013,867,66497.29,11.01,431560,Europe
France,"Rice, paddy",2013,867,66497.29,11.01,39400,Europe
France,Sorghum,2013,867,66497.29,11.01,54344,Europe
France,Soybeans,2013,867,66497.29,11.01,25599,Europe
France,Wheat,2013,867,66497.29,11.01,72656,Europe
Germany,Maize,1990,700,31289.0,10.71,67762,Europe
Germany,Maize,1990,700,31289.0,10.08,67762,Europe
Germany,Maize,1990,700,31289.0,5.92,67762,Europe
Germany,Potatoes,1990,700,31289.0,10.71,257764,Europe
Germany,Potatoes,1990,700,31289.0,10.08,257764,Europe
Germany,Potatoes,1990,700,31289.0,5.92,257764,Europe
Germany,Soybeans,1990,700,31289.0,10.71,19792,Europe
Germany,Soybeans,1990,700,31289.0,10.08,19792,Europe
Germany,Soybeans,1990,700,31289.0,5.92,19792,Europe
Germany,Wheat,1990,700,31289.0,10.71,62734,Europe
Germany,Wheat,1990,700,31289.0,10.08,62734,Europe
Germany,Wheat,1990,700,31289.0,5.92,62734,Europe
Germany,Maize,1991,700,32006.0,9.36,68432,Europe
Germany,Maize,1991,700,32006.0,8.79,68432,Europe
Germany,Maize,1991,700,32006.0,4.93,68432,Europe
Germany,Potatoes,1991,700,32006.0,9.36,298464,Europe
Germany,Potatoes,1991,700,32006.0,8.79,298464,Europe
Germany,Potatoes,1991,700,32006.0,4.93,298464,Europe
Germany,Soybeans,1991,700,32006.0,9.36,23917,Europe
Germany,Soybeans,1991,700,32006.0,8.79,23917,Europe
Germany,Soybeans,1991,700,32006.0,4.93,23917,Europe
Germany,Wheat,1991,700,32006.0,9.36,67712,Europe
Germany,Wheat,1991,700,32006.0,8.79,67712,Europe
Germany,Wheat,1991,700,32006.0,4.93,67712,Europe
Germany,Maize,1992,700,29542.0,10.38,72348,Europe
Germany,Maize,1992,700,29542.0,9.84,72348,Europe
Germany,Maize,1992,700,29542.0,5.91,72348,Europe
Germany,Potatoes,1992,700,29542.0,10.38,301928,Europe
Germany,Potatoes,1992,700,29542.0,9.84,301928,Europe
Germany,Potatoes,1992,700,29542.0,5.91,301928,Europe
Germany,Soybeans,1992,700,29542.0,10.38,30000,Europe
Germany,Soybeans,1992,700,29542.0,9.84,30000,Europe
Germany,Soybeans,1992,700,29542.0,5.91,30000,Europe
Germany,Wheat,1992,700,29542.0,10.38,59811,Europe
Germany,Wheat,1992,700,29542.0,9.84,59811,Europe
Germany,Wheat,1992,700,29542.0,5.91,59811,Europe
Germany,Maize,1993,700,25170.0,9.34,80227,Europe
Germany,Maize,1993,700,25170.0,8.57,80227,Europe
Germany,Maize,1993,700,25170.0,5.33,80227,Europe
Germany,Potatoes,1993,700,25170.0,9.34,392539,Europe
Germany,Potatoes,1993,700,25170.0,8.57,392539,Europe
Germany,Potatoes,1993,700,25170.0,5.33,392539,Europe
Germany,Soybeans,1993,700,25170.0,9.34,20000,Europe
Germany,Soybeans,1993,700,25170.0,8.57,20000,Europe
Germany,Soybeans,1993,700,25170.0,5.33,20000,Europe
Germany,Wheat,1993,700,25170.0,9.34,65841,Europe
Germany,Wheat,1993,700,25170.0,8.57,65841,Europe
Germany,Wheat,1993,700,25170.0,5.33,65841,Europe
Germany,Maize,1994,700,26330.0,10.43,70808,Europe
Germany,Maize,1994,700,26330.0,9.73,70808,Europe
Germany,Maize,1994,700,26330.0,6.64,70808,Europe
Germany,Potatoes,1994,700,26330.0,10.43,329512,Europe
Germany,Potatoes,1994,700,26330.0,9.73,329512,Europe
Germany,Potatoes,1994,700,26330.0,6.64,329512,Europe
Germany,Soybeans,1994,700,26330.0,10.43,20000,Europe
Germany,Soybeans,1994,700,26330.0,9.73,20000,Europe
Germany,Soybeans,1994,700,26330.0,6.64,20000,Europe
Germany,Wheat,1994,700,26330.0,10.43,67684,Europe
Germany,Wheat,1994,700,26330.0,9.73,67684,Europe
Germany,Wheat,1994,700,26330.0,6.64,67684,Europe
Germany,Maize,1995,700,30090.0,9.75,73664,Europe
Germany,Maize,1995,700,30090.0,9.16,73664,Europe
