bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
3,1.75,1470,8925,1.0,0,0,4,1470,0,1957,0,239000.0
3,2.5,2810,4932,2.0,0,0,3,2810,0,2003,0,528000.0
4,3.0,2090,5102,1.0,0,0,3,1350,740,1994,0,385000.0
4,3.25,4110,14219,2.0,0,2,4,2570,1540,1979,0,825000.0
5,3.25,3230,5000,2.0,0,1,3,2350,880,2002,0,815000.0
4,2.5,2601,34335,2.0,0,0,3,2601,0,1995,0,625000.0
3,1.75,2070,6000,1.0,0,3,3,1340,730,1955,0,690000.0
3,1.0,1660,7440,1.0,0,0,3,1270,390,1957,0,210000.0
4,1.0,1590,4280,1.5,0,0,3,1590,0,1924,0,599000.0
3,1.75,1860,5584,1.0,0,0,3,1310,550,1951,0,860000.0
3,1.0,1420,9600,1.0,0,0,4,1420,0,1954,0,147200.0
3,1.0,1240,5758,1.5,0,0,4,960,280,1910,0,476900.0
4,2.5,2500,36254,1.0,0,0,4,1590,910,1978,0,450000.0
4,2.5,2640,11816,2.0,0,0,3,2640,0,1999,0,570000.0
3,1.0,1440,3060,1.5,0,0,4,1440,0,1910,0,567500.0
5,3.25,3030,20446,2.0,0,2,3,2130,900,1976,0,790000.0
3,1.5,1820,12686,1.0,0,0,4,1820,0,1952,0,875000.0
3,2.0,2220,10275,2.0,0,0,3,1640,580,1980,0,490000.0
3,1.75,2430,9133,1.0,0,0,4,1410,1020,1978,0,335000.0
3,1.75,1670,10798,1.0,0,0,4,1670,0,1962,0,550000.0
3,1.75,1180,10541,1.0,0,0,4,940,240,1981,0,385000.0
3,1.75,1620,8085,1.0,0,0,3,1210,410,1976,0,395000.0
2,1.0,1030,5750,1.0,0,0,5,1030,0,1928,0,650000.0
4,2.75,2900,5803,2.0,0,0,3,2900,0,2007,0,637000.0
3,2.25,3420,9900,1.0,0,0,3,1710,1710,1963,2004,692500.0
3,1.75,1710,15844,1.0,0,0,4,1710,0,1964,0,322400.0
3,1.5,1580,10517,1.0,0,0,4,1580,0,1957,0,233500.0
3,2.0,1230,11413,1.0,0,0,3,990,240,1984,0,400000.0
5,2.5,2200,4080,1.5,0,0,5,1420,780,1916,0,547000.0
5,2.25,2570,13054,1.0,0,1,3,1470,1100,1950,1992,519000.0
4,3.5,3320,19850,1.0,0,2,4,2040,1280,1977,0,1025000.0
3,1.0,1090,6435,1.0,0,0,4,1090,0,1955,0,365000.0
5,2.75,2970,36817,2.0,0,0,4,2970,0,1978,0,699000.0
3,1.75,1970,8000,1.0,0,0,4,1970,0,1968,0,525000.0
4,3.0,3220,8936,2.0,0,0,3,2450,770,1990,0,430000.0
3,1.0,1600,7500,1.0,0,0,3,1600,0,1966,0,325000.0
2,1.0,670,6300,1.0,0,0,5,670,0,1942,0,279000.0
4,1.75,2360,4750,2.0,0,0,5,1660,700,1911,0,805000.0
3,3.0,2150,3962,1.5,0,0,3,1540,610,1949,0,419950.0
2,1.0,620,4455,1.0,0,0,3,620,0,1927,0,425000.0
4,1.75,1730,5922,2.0,0,0,5,1730,0,1949,0,446000.0
5,2.0,2500,7860,1.0,0,0,3,1040,1460,1963,0,455000.0
3,1.0,990,4440,1.0,0,0,3,990,0,1943,0,226550.0
3,2.0,1420,4080,1.5,0,0,5,1420,0,1904,0,764000.0
3,2.25,2170,15000,2.0,0,0,4,2170,0,1978,0,439950.0
4,2.0,1880,5100,1.0,0,0,3,1880,0,1952,0,453000.0
3,1.0,1300,9620,1.0,0,0,3,1300,0,1971,0,219950.0
3,1.5,2360,6750,2.0,0,0,5,1930,430,1926,0,702500.0
3,1.5,1780,12231,1.0,0,0,4,1780,0,1956,0,285000.0
2,2.25,2160,2578,3.0,0,0,3,2160,0,2005,0,798750.0
2,1.0,950,5316,1.0,0,2,3,950,0,1948,0,320000.0
3,1.75,1680,14630,1.5,0,0,3,1680,0,1985,0,425000.0
4,2.5,2290,4450,2.0,0,0,3,2290,0,2004,0,540000.0
4,5.25,4140,14757,2.0,0,2,3,4140,0,2005,0,1060000.0
4,3.75,3920,4500,3.0,0,0,3,3920,0,2013,0,1165000.0
3,1.75,1500,13891,1.0,0,0,4,1500,0,1951,0,576000.0
3,1.75,1720,7200,1.0,0,0,3,1140,580,1977,0,525000.0
4,2.5,2641,8615,2.0,0,0,3,2641,0,1998,0,324950.0
3,2.5,4930,77536,2.0,0,0,3,3930,1000,1981,0,600000.0
3,2.5,2460,5400,1.0,0,0,4,1520,940,2001,0,464000.0
4,2.25,1995,7102,2.0,0,0,4,1995,0,1981,0,266000.0
3,2.5,3010,74390,2.0,0,0,3,3010,0,1998,0,775000.0
3,1.75,1270,4800,1.0,0,0,3,1270,0,1952,2014,415000.0
4,2.75,3080,6731,2.0,0,3,3,3080,0,2003,0,550000.0
3,2.25,1670,7606,2.0,0,0,3,1670,0,1990,0,235000.0
3,2.0,1470,8089,1.0,0,0,3,1470,0,1987,0,280000.0
3,1.75,1730,7807,1.0,0,0,3,1260,470,1976,0,459000.0
3,1.0,1070,7615,1.0,0,0,4,1070,0,1969,0,195000.0
3,1.5,1660,8738,1.0,0,0,4,1080,580,1959,0,235000.0
4,2.25,2410,16650,1.0,0,0,4,2410,0,1965,0,711800.0
3,2.5,1040,1032,3.0,0,0,3,1040,0,2007,0,440000.0
2,1.0,970,3300,1.0,0,0,4,970,0,1916,0,515000.0
5,2.75,2910,9480,1.5,0,0,3,2910,0,1939,0,1200000.0
3,1.75,2340,12443,1.5,0,0,4,2340,0,1965,0,560000.0
3,1.75,1880,11249,1.0,0,0,3,1330,550,1985,0,340000.0
2,1.0,1110,3500,1.5,0,0,3,970,140,1912,0,600000.0
4,2.5,2790,7938,2.0,0,0,3,2790,0,1997,0,764000.0
4,2.0,1590,8779,1.0,0,0,3,1590,0,2001,0,337000.0
6,2.75,5700,20000,1.0,0,4,4,2850,2850,1977,0,1385000.0
4,1.0,1200,7552,1.0,0,0,3,1060,140,1919,0,249000.0
3,3.0,3200,35782,1.0,0,0,3,2360,840,1978,0,350000.0
3,2.25,1510,6000,1.0,0,0,4,1150,360,1993,0,269950.0
3,1.75,1880,108900,1.0,0,0,3,1880,0,1978,0,735000.0
4,2.5,3070,4000,2.0,0,0,4,2070,1000,1940,0,1295000.0
4,2.25,2110,7560,2.0,0,0,4,2110,0,1974,0,475000.0
3,2.0,2350,8459,1.5,0,0,3,2350,0,1989,0,339000.0
4,3.5,3270,15160,1.0,0,2,3,1660,1610,1997,0,600000.0
4,1.75,2220,4760,1.0,0,0,3,1320,900,1918,0,397500.0
4,3.5,5990,111078,2.0,0,0,3,5990,0,2004,0,1525000.0
3,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,460000.0
4,2.75,2200,5207,1.0,0,0,5,1120,1080,1951,0,370000.0
4,1.0,1550,7296,1.5,0,0,3,1550,0,1957,0,250000.0
4,3.75,5070,60123,2.0,0,0,3,5070,0,2000,0,1100000.0
2,2.25,1040,1516,2.0,0,0,3,1040,0,2008,0,430000.0
3,1.5,2560,4000,1.5,0,0,5,1660,900,1927,0,1085000.0
3,1.75,1850,8160,1.0,0,0,3,1850,0,1952,0,670000.0
3,1.5,2090,11895,1.0,0,0,3,1790,300,1954,0,461550.0
3,2.5,2010,2386,2.0,0,0,3,1390,620,2014,0,479990.0
4,2.5,2518,4663,2.0,0,0,3,2518,0,2005,0,643000.0
3,2.75,2810,12813,2.0,0,0,3,2040,770,1988,0,607000.0
3,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,625000.0
3,2.5,2060,8778,1.0,0,0,3,1160,900,1953,2010,731100.0
3,2.5,2920,434728,2.0,0,3,4,2920,0,1999,0,859000.0
4,2.5,2130,10375,2.0,0,0,4,2130,0,1986,0,435000.0
3,3.0,2290,15600,1.0,0,0,3,1420,870,1948,1990,465000.0
3,1.0,1230,6380,1.5,0,0,3,1230,0,1927,0,740000.0
3,1.75,2020,9478,1.0,0,0,4,2020,0,1961,0,740000.0
3,2.0,1430,7280,1.0,0,0,3,990,440,1980,0,250000.0
2,2.5,2270,1763,3.0,0,0,3,1820,450,2009,0,656000.0
4,2.5,1910,8058,2.0,0,0,3,1910,0,1992,0,300000.0
3,1.5,1780,214315,1.0,0,0,3,1780,0,1954,0,643000.0
4,2.5,2690,6124,2.0,0,0,3,2690,0,2007,0,311000.0
3,1.75,1330,7482,1.0,0,0,4,1330,0,1975,0,360000.0
4,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0,475000.0
3,3.25,1760,1778,3.0,0,0,3,1760,0,2008,0,469950.0
3,1.75,1570,8750,1.0,0,0,3,1570,0,1960,0,240000.0
2,1.0,960,8100,1.0,0,0,3,810,150,1936,0,232000.0
3,2.0,1680,81893,1.0,0,0,3,1680,0,1991,0,350000.0
2,1.0,1440,33747,1.5,0,0,3,1440,0,1928,0,803000.0
3,2.25,1960,7000,1.0,0,0,3,1600,360,1980,0,355000.0
4,2.0,1790,2250,1.0,0,2,4,840,950,1909,0,475000.0
3,2.5,2560,9825,2.0,0,0,4,2560,0,1988,0,823000.0
2,1.5,1010,3060,1.0,0,0,4,1010,0,1918,0,395000.0
4,3.75,2560,5250,2.0,0,0,3,1900,660,1963,2006,499000.0
2,1.75,1200,3136,1.0,0,0,3,800,400,1904,2005,420000.0
3,2.5,3910,14000,2.0,0,0,3,3910,0,1999,0,961500.0
4,1.75,2260,12238,1.0,0,0,3,2260,0,1967,0,833000.0
3,2.25,2110,11319,2.0,0,0,4,2110,0,1978,0,479000.0
4,2.5,3340,10422,2.0,0,0,3,3340,0,1996,0,1150000.0
3,1.0,1400,8100,1.5,0,0,3,1400,0,1944,0,267000.0
4,1.75,1760,94525,1.5,0,0,3,1760,0,1988,0,555000.0
3,2.5,2010,9725,2.0,0,0,4,2010,0,1987,0,490000.0
4,2.0,2300,3400,1.5,0,0,5,1550,750,1915,0,619000.0
5,2.75,2510,28185,1.0,0,0,4,1600,910,1963,0,569950.0
3,2.0,1340,3000,2.0,0,0,5,1340,0,1905,0,549000.0
3,1.75,1560,7245,1.5,0,0,3,1560,0,1962,1985,422500.0
4,3.5,3350,9681,1.0,0,1,3,2140,1210,1980,0,400000.0
4,2.75,3710,7984,2.0,0,0,3,3710,0,1999,0,692500.0
4,2.5,2430,5499,2.0,0,0,3,2430,0,2002,0,310000.0
3,1.75,2430,8820,1.0,0,2,3,1630,800,1977,0,499900.0
3,2.25,2100,7335,2.0,0,0,3,2100,0,1983,0,492000.0
2,2.5,1880,40575,1.0,0,0,3,1880,0,1987,0,460000.0
3,2.5,1630,2640,2.0,0,0,5,1630,0,1919,0,800000.0
4,1.0,1640,4200,1.5,0,0,3,1640,0,1925,0,832600.0
4,2.75,2310,7350,1.0,0,0,3,1670,640,1989,0,470000.0
2,2.0,1930,4500,1.0,0,0,3,1930,0,2003,0,542000.0
4,4.5,4750,13912,2.0,0,2,3,3600,1150,2005,0,1309500.0
4,2.5,2300,7500,1.0,0,3,2,1650,650,1959,0,308130.0
2,1.0,1050,2699,1.0,0,0,3,1050,0,2005,0,310000.0
2,1.0,1500,8015,1.0,0,0,3,1500,0,1947,0,235000.0
3,1.0,1150,7560,1.0,0,0,4,1150,0,1958,0,215000.0
4,1.5,1920,10403,1.0,0,0,3,1370,550,1959,0,210000.0
4,2.75,3660,150282,2.0,0,0,3,3660,0,1990,0,730000.0
3,1.75,1720,9342,1.0,0,0,4,1140,580,1981,0,245000.0
3,2.25,2100,20018,1.0,0,4,3,1470,630,1948,0,540000.0
4,2.5,2400,6078,2.0,0,0,3,2400,0,2001,0,299000.0
3,2.5,2540,40106,2.0,0,0,3,2540,0,1991,0,510000.0
4,1.75,2080,7200,1.0,0,0,4,1050,1030,1966,0,198000.0
5,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,950000.0
4,1.75,2200,7600,2.0,0,0,3,2200,0,1978,0,300000.0
5,1.75,2140,8580,1.0,0,0,3,1200,940,1962,0,528000.0
5,3.25,3850,16249,2.0,0,2,3,3030,820,2002,0,507000.0
4,3.25,4270,6384,2.0,0,0,3,3060,1210,2001,0,770000.0
3,1.75,1340,7210,1.0,0,0,4,1340,0,1975,0,255000.0
1,1.5,1100,3451,1.5,0,0,4,1100,0,1978,0,220000.0
5,2.75,2870,5349,2.0,0,0,3,2870,0,2005,0,690700.0
2,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0,447000.0
6,2.0,2150,4505,1.0,0,0,3,1270,880,1952,0,755000.0
4,1.5,2470,6000,1.5,0,0,3,1480,990,1940,0,700000.0
4,2.75,1910,7700,1.0,0,0,4,1000,910,1980,0,250000.0
3,2.5,2130,6969,2.0,0,0,3,2130,0,2003,0,320000.0
4,2.5,2240,14667,2.0,0,0,4,2240,0,1989,0,565000.0
5,2.75,1800,4500,2.0,0,0,4,1680,120,1939,0,754300.0
3,1.5,2160,9000,1.0,0,2,4,1400,760,1949,0,650000.0
4,2.5,3140,8455,2.0,0,0,3,3140,0,2003,0,529888.0
3,2.5,1920,9812,2.0,0,0,3,1920,0,2000,0,432000.0
3,1.0,1050,7670,1.5,0,0,5,1050,0,1955,0,235000.0
4,3.5,3695,6556,2.0,0,0,3,3695,0,2014,0,994900.0
4,2.5,3910,8442,2.0,0,0,3,2710,1200,2000,0,489000.0
4,2.75,3010,7427,2.0,0,0,3,3010,0,2010,0,800000.0
4,1.5,1370,9957,1.0,0,0,3,900,470,1972,0,370000.0
4,2.75,2080,9600,1.0,0,0,3,1240,840,1979,0,436000.0
3,2.5,2250,3757,2.0,0,0,3,2250,0,2006,0,395000.0
5,1.75,2120,8399,1.0,0,0,4,1320,800,1942,0,377691.0
5,3.0,2220,5185,2.0,0,3,3,2220,0,2003,0,370000.0
3,2.5,1440,4394,1.0,0,0,5,1440,0,1987,0,515000.0
3,1.0,910,7686,1.0,0,0,3,910,0,1969,0,169000.0
3,1.0,1270,4268,1.0,0,0,3,1270,0,1921,0,475000.0
3,2.5,2480,6180,2.0,0,0,3,2480,0,1999,0,420000.0
6,2.75,2630,9420,2.0,0,0,5,2510,120,1900,0,1297000.0
3,2.0,2410,13300,2.0,0,0,3,1840,570,1985,0,822000.0
4,2.75,2930,25697,1.0,0,0,4,2310,620,1964,0,1500000.0
3,2.25,1570,6810,1.0,0,0,3,1180,390,1988,0,485000.0
4,1.0,1900,8505,1.0,0,0,3,1200,700,1956,0,270000.0
6,2.5,2590,11250,1.0,0,0,4,1390,1200,1978,0,300000.0
4,2.5,3810,7728,2.0,0,0,3,3810,0,2007,0,878000.0
3,2.5,2290,4203,2.0,0,0,3,2290,0,2001,0,590000.0
1,2.25,1220,2100,2.0,0,2,4,1220,0,1946,1979,611900.0
3,1.75,1100,7373,1.0,0,0,4,1100,0,1968,0,240000.0
4,2.5,2810,10951,2.0,0,0,3,2810,0,2003,0,395000.0
3,1.0,890,7110,1.0,0,0,3,890,0,1957,0,169000.0
3,2.0,1280,14972,1.0,0,0,3,1280,0,1963,0,200500.0
3,2.5,2320,7140,2.0,0,0,3,2320,0,1990,0,308000.0
3,2.25,1720,7885,2.0,0,0,3,1720,0,1983,0,290256.0
3,1.75,1530,8800,1.0,0,0,4,1040,490,1967,0,279950.0
3,1.75,1580,7875,1.0,0,0,3,1580,0,1979,0,195000.0
3,1.0,1360,13000,1.0,0,0,5,1360,0,1945,0,630000.0
4,3.0,2680,15438,2.0,0,2,3,2680,0,1902,1956,1160000.0
3,2.25,1640,3896,2.0,0,0,3,1640,0,1994,0,478000.0
3,2.25,2520,6690,2.0,0,2,5,1700,820,1944,1990,835000.0
3,2.25,1400,2421,2.0,0,0,3,1400,0,2005,0,639000.0
4,2.75,2300,12633,2.0,0,0,3,2300,0,1984,0,623000.0
3,1.75,1900,7680,1.0,0,0,3,1260,640,1959,0,220000.0
3,2.25,2000,18099,1.0,0,0,4,1250,750,1978,0,526000.0
2,1.0,900,5016,1.0,0,0,3,900,0,1948,0,243500.0
4,2.5,2980,4930,2.0,0,0,3,2890,90,2000,0,750000.0
4,2.0,1850,9126,1.0,0,0,5,1850,0,1963,0,329000.0
4,1.0,1570,4000,1.5,0,0,3,1570,0,1920,0,525000.0
2,1.0,670,3101,1.0,0,0,4,670,0,1948,0,190000.0
4,2.5,2660,10800,1.0,0,0,3,2660,0,1955,2014,772650.0
3,2.5,2110,4038,2.0,0,0,4,2110,0,1989,0,355000.0
3,1.75,1970,54450,1.0,0,0,3,1570,400,1980,0,650000.0
3,2.75,1210,3600,1.5,0,2,5,1210,0,1910,0,678500.0
4,2.5,2670,11877,2.0,0,0,3,2670,0,1996,0,669950.0
3,2.25,3000,18450,1.0,0,0,3,3000,0,1983,0,850000.0
3,2.75,2200,3885,2.0,0,0,3,2200,0,2002,0,572000.0
3,1.75,1540,13002,1.0,0,0,2,1200,340,1984,0,492450.0
3,1.75,2080,11866,1.0,0,0,3,2080,0,1960,0,813000.0
3,2.0,1780,9732,1.0,0,0,3,1780,0,1967,0,710000.0
3,1.5,1960,2400,2.0,0,0,3,1330,630,1911,0,792500.0
5,1.5,1690,7725,1.5,0,0,4,1690,0,1961,0,285900.0
3,2.0,2080,12972,1.0,0,0,4,1250,830,1981,0,389000.0
3,2.25,2070,2833,2.0,0,2,3,1490,580,1966,0,675000.0
2,0.75,760,33801,1.0,0,0,4,760,0,1931,0,352000.0
4,3.25,4020,11588,2.0,0,0,3,4020,0,2000,0,1050000.0
4,1.75,3620,10400,1.0,0,0,4,1820,1800,1965,0,768500.0
4,2.0,2330,7778,1.0,0,0,3,1230,1100,1961,0,500000.0
3,2.5,1460,8800,1.0,0,0,4,1460,0,1956,0,685000.0
4,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,0,648475.0
6,5.0,2850,6600,2.0,0,0,3,2850,0,1994,0,655000.0
4,2.75,2640,4000,2.0,0,0,5,1730,910,1925,0,895000.0
3,1.0,1310,9554,1.0,0,0,3,960,350,1962,0,195000.0
4,2.5,2720,7350,2.0,0,0,3,2720,0,1989,0,368000.0
4,3.5,3430,13609,2.0,0,0,3,3430,0,2001,0,997000.0
3,2.75,1990,19991,1.0,0,0,3,1340,650,1977,0,335000.0
3,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,250000.0
3,1.75,1390,8980,1.0,0,0,4,1390,0,1985,0,278500.0
4,1.5,1540,7300,2.0,0,0,3,1540,0,1973,0,260000.0
2,1.0,760,6141,1.0,0,0,2,760,0,1920,0,162500.0
4,1.0,1280,8316,1.0,0,0,3,1280,0,1950,0,239000.0
4,2.5,2990,5122,2.0,0,0,3,2990,0,2004,0,600000.0
4,2.25,1770,7778,2.0,0,0,3,1770,0,1998,0,350000.0
5,3.75,3830,8131,2.0,0,0,3,3830,0,2005,0,852500.0
3,2.5,2870,5490,2.0,0,0,3,2870,0,2008,0,485000.0
3,1.0,1520,8320,1.0,0,0,3,1520,0,1953,0,299000.0
2,1.0,660,6509,1.0,0,0,4,660,0,1952,0,227450.0
3,1.0,1800,5612,1.0,0,0,4,1200,600,1942,0,383000.0
2,3.25,3570,392475,1.0,0,0,3,2370,1200,1998,0,835000.0
5,1.5,3050,2992,1.5,0,0,4,1920,1130,1931,0,760000.0
2,1.0,820,3000,1.0,0,0,4,820,0,1924,0,532500.0
3,2.5,3610,26359,1.0,0,0,3,1950,1660,1998,0,635000.0
3,2.0,1490,3072,1.0,0,0,5,770,720,1912,0,438500.0
3,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,545500.0
3,1.75,1660,9549,1.0,0,0,3,1660,0,1956,0,675000.0
3,1.75,1180,4080,1.0,0,0,4,760,420,1928,0,450000.0
3,1.0,960,10815,1.0,0,0,5,960,0,1900,0,199999.0
3,1.5,1630,16170,1.0,0,0,3,1630,0,1988,0,375000.0
4,2.25,2260,43847,2.0,0,0,3,2260,0,1982,0,600000.0
3,1.5,1520,7123,1.0,0,0,4,1520,0,1959,0,292600.0
5,2.75,3050,8904,1.0,0,0,4,1650,1400,1956,0,1038000.0
3,1.0,1000,4959,1.0,0,0,3,1000,0,1945,0,610000.0
4,2.5,2650,9451,2.0,0,0,4,2650,0,1993,0,397450.0
3,2.25,1750,15528,1.0,0,0,3,1270,480,1963,0,382000.0
3,2.25,1770,7667,1.0,0,0,3,1270,500,1966,0,370000.0
3,2.25,1770,7667,1.0,0,0,3,1270,500,1966,0,520000.0
2,1.0,770,7906,1.0,0,0,4,770,0,1948,0,260000.0
4,2.5,3370,7200,2.0,0,0,3,3370,0,2014,0,890000.0
5,2.0,2130,8412,1.0,0,0,3,1440,690,1946,2000,344000.0
3,1.0,1050,8498,1.0,0,0,3,1050,0,1958,0,205000.0
5,2.5,2803,8550,1.0,0,0,3,2803,0,1963,2011,379000.0
3,2.0,2080,12094,2.0,0,0,4,2080,0,1982,0,424240.0
3,2.0,2080,12094,2.0,0,0,4,2080,0,1982,0,589950.0
4,1.75,2120,4650,1.0,0,1,3,1190,930,1951,0,582000.0
3,2.5,2550,7709,2.0,0,0,3,2550,0,1989,0,349000.0
3,1.0,1290,12005,1.0,0,0,4,1290,0,1966,0,658000.0
5,2.75,1790,5000,1.5,0,0,4,1060,730,1915,0,294000.0
5,3.5,2720,7598,2.0,0,0,3,1860,860,1993,0,690000.0
3,1.0,1040,5000,1.5,0,2,3,1040,0,1912,0,600000.0
3,1.0,840,5200,1.0,0,0,3,840,0,1969,2014,199990.0
3,1.75,1650,8850,1.0,0,0,3,1650,0,1959,0,220000.0
4,2.25,2080,15750,1.0,0,0,3,1460,620,1976,0,440000.0
4,2.5,1540,1994,2.0,0,0,3,1540,0,2014,0,439990.0
4,2.5,3880,7208,2.0,0,0,3,3880,0,2006,0,815000.0
4,2.25,1860,3766,2.0,0,0,3,1860,0,1995,0,535000.0
3,1.75,1280,10016,1.0,0,0,4,1280,0,1975,0,215000.0
3,2.5,3200,35012,1.5,0,0,3,2100,1100,1965,0,605000.0
3,2.5,2200,7278,2.0,0,0,3,2200,0,1990,0,349900.0
3,1.0,1570,5510,1.0,0,0,4,1070,500,1940,0,495000.0
3,2.5,2074,4900,2.0,0,0,3,2074,0,1997,0,515100.0
4,2.5,2450,55387,2.0,0,0,3,2450,0,1994,0,620000.0
4,2.25,2520,10370,2.0,0,0,3,2520,0,1980,0,657500.0
5,1.75,2190,8250,1.0,0,2,3,1190,1000,1963,0,250000.0
5,1.75,2190,8250,1.0,0,2,3,1190,1000,1963,0,385000.0
3,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,307000.0
3,2.5,1370,9253,1.0,0,0,3,1090,280,1994,0,288000.0
3,1.75,1730,7200,1.5,0,0,4,1730,0,1944,0,226450.0
3,2.5,1640,6991,1.0,0,0,3,1110,530,1967,0,390000.0
3,1.0,1300,10236,1.0,0,0,4,1300,0,1971,0,350000.0
3,1.5,1560,7884,1.0,0,0,3,1060,500,1969,0,368000.0
2,1.0,1120,4284,1.0,0,0,3,730,390,1921,0,469000.0
3,2.25,2670,150270,2.0,0,0,3,2670,0,1985,0,865000.0
5,2.5,3810,15916,1.5,0,0,5,3810,0,1967,0,515000.0
3,1.75,1440,8560,1.0,0,0,4,1440,0,1979,0,410000.0
4,1.0,1200,43560,1.0,0,0,3,1200,0,1968,0,210000.0
3,1.75,1520,7700,1.0,0,0,3,820,700,1969,0,460000.0
4,2.5,2500,9654,1.0,0,0,3,1830,670,1979,0,241500.0
4,2.25,2010,19000,2.0,0,0,4,2010,0,1975,0,322200.0
4,1.0,1210,6000,1.5,0,2,3,1210,0,1943,0,279000.0
2,1.0,1100,27007,1.0,0,0,4,1100,0,1943,0,303000.0
3,1.5,1050,6615,1.0,0,0,4,800,250,1950,0,420000.0
3,1.75,2120,18335,1.0,0,0,3,1380,740,1961,0,249000.0
3,1.0,1240,8840,1.0,0,0,3,1240,0,1952,0,294950.0
4,3.5,3460,3997,2.0,0,0,3,2560,900,2004,0,1315000.0
3,1.75,1270,4800,1.0,0,0,3,1270,0,1953,0,335000.0
4,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0,1155000.0
2,1.0,1250,3708,1.5,0,0,3,1250,0,1926,0,520000.0
4,1.75,1740,8800,1.0,0,0,4,1740,0,1965,0,560000.0
4,1.5,1730,7464,2.0,0,0,4,1730,0,1959,0,243400.0
3,2.0,1240,14404,1.0,0,0,3,1240,0,1988,0,405000.0
2,1.0,1670,14695,1.5,0,0,5,1670,0,1930,0,495000.0
4,2.5,2140,7095,2.0,0,0,3,2140,0,1992,0,350000.0
5,2.75,2530,7601,1.0,0,0,3,1520,1010,1992,0,368500.0
2,1.0,960,8236,1.0,0,0,2,960,0,1948,0,99000.0
4,3.75,4130,12320,2.0,0,0,3,4130,0,2001,0,1070000.0
4,1.75,1710,7724,1.0,0,0,3,1710,0,1983,0,430000.0
3,1.5,1490,8475,1.0,0,0,4,1490,0,1963,0,412500.0
4,3.25,4750,62365,2.0,0,0,3,4750,0,1988,0,1122500.0
4,2.5,3400,35062,2.0,0,0,4,3400,0,1988,0,915000.0
3,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,535000.0
3,1.5,1650,8676,1.0,0,0,4,1130,520,1979,0,390000.0
3,1.5,1260,3135,1.0,0,0,4,780,480,1944,0,499000.0
3,1.0,1960,7955,1.0,0,0,4,1260,700,1963,0,375000.0
4,2.5,1800,7620,2.0,0,0,3,1800,0,1995,0,349000.0
3,2.25,1940,7482,1.0,0,0,4,1240,700,1964,0,635000.0
4,2.75,2820,8009,2.0,0,0,3,2820,0,2001,0,682000.0
4,2.25,2820,16770,1.0,0,0,4,1920,900,1966,0,321027.0
2,1.0,720,4120,1.0,0,0,5,720,0,1915,0,150000.0
3,1.75,1640,17583,1.0,0,0,3,1110,530,1969,0,410000.0
3,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,449950.0
6,2.5,1560,7144,1.0,0,0,3,1060,500,1913,0,194990.0
4,1.75,1910,8775,1.0,0,0,3,1210,700,1956,0,475000.0
5,1.75,1570,3000,2.0,0,0,4,1570,0,1908,0,530000.0
4,2.5,2038,7643,2.0,0,0,3,2038,0,2011,0,319950.0
3,2.25,1720,9435,1.0,0,0,4,1220,500,1978,0,210000.0
3,2.75,1670,3330,1.5,0,0,4,1670,0,1925,0,485000.0
4,2.75,2830,10240,2.0,0,0,4,2830,0,1998,0,774000.0
4,2.0,1690,8208,1.0,0,0,4,1210,480,1958,0,478000.0
4,2.5,1620,5280,2.0,0,0,4,1620,0,1924,1971,385000.0
4,2.5,2360,43017,2.0,0,0,3,2360,0,1989,0,595000.0
3,1.5,1480,7117,1.0,0,0,3,1170,310,1960,0,285000.0
4,2.5,2700,4004,2.0,0,0,3,2700,0,2004,0,723000.0
3,1.5,1780,16000,1.0,0,0,2,1240,540,1960,0,279000.0
3,1.5,1430,7560,1.0,0,0,5,1430,0,1958,0,195000.0
2,1.0,2160,2192,1.0,0,0,5,1170,990,1925,0,625000.0
3,1.75,1800,9314,2.0,0,0,3,1800,0,1979,0,270000.0
2,2.0,1930,5520,1.0,0,0,3,1930,0,2006,0,559000.0
4,2.25,1960,14834,1.0,0,0,4,1330,630,1976,0,474000.0
4,2.5,1920,7345,2.0,0,0,3,1920,0,1992,0,303500.0
3,1.75,1470,8645,1.0,0,0,3,1470,0,1949,0,350000.0
5,3.0,2980,10064,1.0,0,0,3,1680,1300,1940,0,367500.0
5,3.0,2980,10064,1.0,0,0,3,1680,1300,1940,0,595000.0
3,2.0,2360,118483,1.0,0,0,3,2360,0,1981,0,589000.0
3,1.75,1790,87213,1.0,0,0,4,1790,0,1974,0,585000.0
3,2.25,2130,8801,1.0,0,0,3,1370,760,1976,0,482975.0
4,2.5,2030,4499,2.0,0,0,3,2030,0,2003,0,365500.0
4,2.0,1790,7800,1.0,0,0,5,1790,0,1972,0,570000.0
